AssignmentStatus,Input.document,Input.case,Answer.answer,Answer.case
Approved,"<p>Every April, on Poem in Your Pocket Day, people celebrate by selecting a poem, carrying it with them, and sharing it with others throughout the day at schools, bookstores, libraries, parks, workplaces, and on social media using the hashtag #pocketpoem.</p>",351,"Celebrate Poem in Your Pocket day in April.  Carry your favorite poem with you and share it with those you meet - at school, at work, in the park - wherever you go.  Want to spread your favorite poem even farther?  Share on social media with the hashtag #pocketpoem.",351
Approved,"<p>Celebrate National Poem in Your Pocket Day on April 27, 2017! Would you like to give your students an opportunity to experience the simple joy of poetry?</p>",352,Give your students the gift of poetry! Celebrate National Poem in Your Pocket day this April 27th and enable them to unlock the joy of poems.,352
Approved,"<p>Celebrate National Poem in Your Pocket Day on April 27, 2017! Would you like to give your students an opportunity to experience the simple joy of poetry?</p>",352,"April 27, 2017 is National Poem in Your Pocket Day. Celebrate by giving your students an opportunity to experience the joy of poetry.",352
Approved,"<p>But did you know that Thursday, April 24 is Poem in Your Pocket Day? This is a day when people all over the United States will be sharing their favorite poem with their families, classmates, co-workers, and neighbors.</p>",353,"There's a day when people are supposed to share poems in the US!  It's called Poem in Your Pocket Day and this year falls on a Thursday.  So on April 24th, be sure to have your favorite poem in hand to share with your favorite people!",353
Approved,"<p>But did you know that Thursday, April 24 is Poem in Your Pocket Day? This is a day when people all over the United States will be sharing their favorite poem with their families, classmates, co-workers, and neighbors.</p>",353,"Have you ever heard of ""Poem in Your Pocket Day""? Well your in luck because Thursday, April 24 is Poem in Your Pocket Day. On Thursday thousands if not millions of people around the United States will be sharing poems with the people in their lives. You can share poems with family, friends, co-workers or even a complete stranger. Share your favorite poems and make someone's day just a little better.",353
Approved,"<p>You can have the tightest resume and the most impressive work history, but if you come across as awkward or unpleasant in a job interview, you’ll hurt your chances.</p>",354,"You can have the most spectacular work history, however if you come upon as awkward or unpleasant in a job interview, you will hurt your prospect.",354
Approved,"<p>You can have the tightest resume and the most impressive work history, but if you come across as awkward or unpleasant in a job interview, you’ll hurt your chances.</p>",354,"There's many things that can damage your chances of landing a job at an interview. It doesn't matter how qualified you may be for the position, if you don't have the right energy and attitude this will definitely an effect on you being hired.",354
Approved,"<p>Sure, prepping to answer tough questions is the hardest part of an interview—but trying to figure out what clothing and color you should wear to a job interview freaks us out, too.</p>",355,The hardest part of an interview is prepping to answer the tough questions.  But another hard part of the interview process is trying to figure out what outfit and color to wear.,355
Approved,"<p>Sure, prepping to answer tough questions is the hardest part of an interview—but trying to figure out what clothing and color you should wear to a job interview freaks us out, too.</p>",355,"One of the hardest parts of preparing yourself for an interview is the tough questions that will be asked of you, however, your clothes and color palette can also cause anxiety.",355
Approved,"<p>Previously, we discussed how as a job seeker, you can describe your strengths in a job interview without coming across like you're bragging. But once you've successfully sold your strengths, you know what's coming next – don't you?</p>",356,"One of the most important things a job seeker needs to do is impress the interviewer with their strengths without seeming like they are bragging.  After that is accomplished, you need to be ready for what comes next.",356
Approved,"<p>Previously, we discussed how as a job seeker, you can describe your strengths in a job interview without coming across like you're bragging. But once you've successfully sold your strengths, you know what's coming next – don't you?</p>",356,In our previous discussion we explained how to describe your strengths in a job interview without sounding like you are bragging.  As a job seeker do you know what comes next after selling your strengths?  You do don't you?,356
Approved,"<p>With so many online and mobile options, a television is no longer required</p><p>It is possible to ditch your TV and watch shows on your computer or a mobile device instead.</p>",357,"Television is not being required, with all those online and phone options.

Now it is viable to watch TV shows on your computer or a phone.",357
Approved,"<p>With so many online and mobile options, a television is no longer required</p><p>It is possible to ditch your TV and watch shows on your computer or a mobile device instead.</p>",357,"You no longer need a television as there are plenty of online and mobile versions. 

You can watch your TV shows on your phone or computer. You do not need to have a television anymore.",357
Approved,"<p>'At my university, every dorm has access to cable television. I believe the cable is called ''coax'' which I figured are mainly for tvs.</p><p>I guess something like this would work?</p><p>Won't work unfortunately.'</p>",358,"every dorm of my university has access to cable television. On my beleif, these "" coax"" are mainly for tvs.
something like this work? i hope so.
but tragically it won't work.",358
Approved,"<p>'At my university, every dorm has access to cable television. I believe the cable is called ''coax'' which I figured are mainly for tvs.</p><p>I guess something like this would work?</p><p>Won't work unfortunately.'</p>",358,"'Our university provides cable TV to all dorm rooms . The cable that is used, as far as I know, is called ""coax"". I found out these cables are used for TVs.

Some technology similar to this might work?

It is unfortunate that it will not work'",358
Approved,"<p>The Samsung Smart View app lets you enjoy content stored on your mobile and PC easily on your Samsung Smart TV, as well as letting you control the TV with your mobile.</p>",359,This Samsung app has the resources applied to allow you to access all your home electronics as well as gaining access to your television.,359
Approved,"<p>The Samsung Smart View app lets you enjoy content stored on your mobile and PC easily on your Samsung Smart TV, as well as letting you control the TV with your mobile.</p>",359,"To view stored content on your Samsung Smart TV as well as on your mobile and PC, use the Samsung Smart View. You can also control your TV with your  mobile phone through the app.",359
Approved,"<p>Physical Therapy at The Center. The Center specializes in all inclusive physical therapy services, such as: Sports Medicine, Orthopedic Post -Surgical and McKenzie Therapy.</p>",360,"The Center is an all inclusive physical therapy destination.  Whether you are looking for Sports Medicine treatment or Orthopedic Post-Surgical and McKenzie Therapy, The Center is the answer for your physical therapy needs.",360
Approved,"<p>Physical Therapy at The Center. The Center specializes in all inclusive physical therapy services, such as: Sports Medicine, Orthopedic Post -Surgical and McKenzie Therapy.</p>",360,"The Center is a physical therapy facility.  It is all inclusive and specializes in the McKenzie therapy,  sports medicine,  and post-surgery orthopedics.",360
Approved,"<p>The goal of Physical Rehabilitation is to help restore movement and function when a patient is affected by injury, illness or a disability.</p>",361,"If a patient has any sickness, handicap, or is injured, Physical Rehabilitation can aid in getting their movement back.",361
Approved,"<p>The goal of Physical Rehabilitation is to help restore movement and function when a patient is affected by injury, illness or a disability.</p>",361,"The Objective of Physical Rehabilitation is to help reestablish development and capacity when a patient is influenced by damage,ailment or an incapacity.",361
Approved,"<p>Located in Encinitas (across the street from Scripps Memorial Hospital Encinitas), the rehabilitation team provides outpatient care for patients needing orthopedic rehabilitation, neuro rehabilitation, occupational therapy, hand therapy and pelvic floor physical therapy.</p>",362,"The rehabilitation team is in Encinitas across the road from Scripps Memorial Hospital Encinitas. The team provides outpatient treatment for people needing the following: neurological rehab, occupational therapy, orthopedic rehab, pelvic floor physical therapy, and hand therapy.",362
Approved,"<p>Located in Encinitas (across the street from Scripps Memorial Hospital Encinitas), the rehabilitation team provides outpatient care for patients needing orthopedic rehabilitation, neuro rehabilitation, occupational therapy, hand therapy and pelvic floor physical therapy.</p>",362,"Our rehabilitation team offer outpatient treatment including orthopedic and neurological rehabilitation and occupational, hand and pelvic floor therapies, from our center located opposite Scripps Memorial Hospital in Encinitas.",362
Approved,"<p>Culpeper National Cemetery is centrally located in the Piedmont region of Virginia in the town of Culpeper. Established in 1867 as a six-acre burying ground, this cemetery has been expanded twice in the late 20th century adding more than 22 acres to the property in order to continue providing burial space to veterans.</p>",363,"Culpeper National Cemetery is located in Culpeper, in the central part of the Piedmont region of Virginia. It was established in 1867 as a burying ground. This six-acre area has been expanded twice in the late 20th century, where over 22 acres were added to the property to allow more space for veteran burials.",363
Approved,"<p>Culpeper National Cemetery is centrally located in the Piedmont region of Virginia in the town of Culpeper. Established in 1867 as a six-acre burying ground, this cemetery has been expanded twice in the late 20th century adding more than 22 acres to the property in order to continue providing burial space to veterans.</p>",363,"Located centrally in the town of Culpeper , Piedmont region of Virginia is the Culpeper National Cemetary.
Made in 1867 this six acre burial ground has been expanded two times in the late 1900s which added 22 acres to the land to continue providing burial space to the veterans",363
Approved,"<p>If you are looking for Culpeper National Cemetery travel information, Expedia has you covered. When visiting Culpeper, Expedia can provide you with extensive Culpeper National Cemetery information, as well as great savings on nearby hotels and flights!</p>",364,"If you're after finding out how to go to the Culpeper National Graveyard, Expedia is taking care of it for you. When traveling to Culpeper, Expedia is providing comprehensive data about the Culpeper National Graveyard and also about the huge economical provisions you could make on close-by lodging and aerial navigation.",364
Approved,"<p>If you are looking for Culpeper National Cemetery travel information, Expedia has you covered. When visiting Culpeper, Expedia can provide you with extensive Culpeper National Cemetery information, as well as great savings on nearby hotels and flights!</p>",364,Expedia has all the information you need when traveling to Culpeper National Cemetery! You can find amazing prices on flights and lodgings in the area as well as anything you need to know about Culpeper National Cemetery when using Expedia.,364
Approved,"<p>OK, this is a new one for me. On my commute home I go past the enterance for Culpeper National Cemetery. Today I noticed a newbright blue sign just inside the enterance, so being a nosy kind of guy I stopped to look.</p>",365,"A unique experience to report, from my daily homeward bound trip. Passing the entryway to Culpeper National Cemetery, I spotted something new. It was azure-colored signage by the entryway. I paused to get a look, since I'm naturally inquisitive.",365
Approved,"<p>OK, this is a new one for me. On my commute home I go past the enterance for Culpeper National Cemetery. Today I noticed a newbright blue sign just inside the enterance, so being a nosy kind of guy I stopped to look.</p>",365,"alright this's different for me. on my way home i followed through the entrance of Culpeper National Cemetery. but today i sighted a new bright blue sign just at the entrance,but being an inquisitive   person i halted and took a look.",365
Approved,<p>Von Willebrand disease (vWD) (/ˌfʌnˈvɪlᵻbrɑːnt/) is the most common hereditary blood-clotting disorder in humans. An acquired form can sometimes result from other medical conditions.</p>,366,The most hereditary blood-clotting disorder in humans is Von Willebrand disease (vWD).  An acquired form can result from other conditions.,366
Approved,<p>Von Willebrand disease (vWD) (/ˌfʌnˈvɪlᵻbrɑːnt/) is the most common hereditary blood-clotting disorder in humans. An acquired form can sometimes result from other medical conditions.</p>,366,"When it comes to blood-clotting disorders, Von Willebrand Disease is considered the most common. It is important to note that while this is in reference to hereditary disorders in humans, it is possible to develop an acquired form from other medical issues.",366
Approved,"<p>Von Willebrand disease (vWD) is a common, inherited, genetically and clinically heterogeneous hemorrhagic disorder caused by a deficiency or dysfunction of the protein termed von Willebrand factor (vWF).</p>",367,Von Willebrand disease (VWD) is an inherited genetic disorder. It is common among people and it stems from a protein deficiency or dysfunction.  This deficiency or dysfunction is known as the von willebrand factor (vWF).,367
Approved,"<p>Von Willebrand disease (vWD) is a common, inherited, genetically and clinically heterogeneous hemorrhagic disorder caused by a deficiency or dysfunction of the protein termed von Willebrand factor (vWF).</p>",367,A deficiency or dysfunction of a protein named von Willebrand factor(vWF) causes hemorrhagic disorder called Von Willebrand Disease (vWD). This disorder is genetically and clinically heterogeneous. This is a common disease which is inherited.,367
Approved,"<p>Von Willebrand disease is a bleeding disorder that slows the blood clotting process, causing prolonged bleeding after an injury. People with this condition often experience easy bruising, long-lasting nosebleeds, and excessive bleeding or oozing following an injury, surgery, or dental work.</p>",368,"A blood diseases called Von Willebrand disease causes blood clotting to slow down and can increase the time you bleed after an injury. A person diagnosed with this disease can easily bruise, experience more nosebleeds, and excessive bleeding after surgery, injury, or dental work.",368
Approved,"<p>Von Willebrand disease is a bleeding disorder that slows the blood clotting process, causing prolonged bleeding after an injury. People with this condition often experience easy bruising, long-lasting nosebleeds, and excessive bleeding or oozing following an injury, surgery, or dental work.</p>",368,"Blood clotting process is slowed by a bleeding disorder called Von Willebrand. This disorder causes prolonged bleeding after an injury to people with this condition. They often get bruised, their nosebleeds last longer, they bleed excessively after an injury or a surgery or a dental work.",368
Approved,"<p>I have no cake and can't afford Gym membership so I am making use of what there is, my uncles never used Bowflex Power Pro. Thing is ancient, first ever model.</p>",369,I dont have any money and cant afford a gym membership. I am making the best of the equipment here which is my uncles Bowflex Power Pro that he has never used. It is the very first made model.,369
Approved,"<p>I have no cake and can't afford Gym membership so I am making use of what there is, my uncles never used Bowflex Power Pro. Thing is ancient, first ever model.</p>",369,"Since I have limited financial means, I'm utilizing the items I have lying around, which includes a first-edition model of the Blowflex Power Pro originally owned by my uncle.",369
Approved,"<p>A few years ago I bought my daughter a used bowflex PowerPro with all the attachments and the extra rods, up to 410 lb. I was impressed by it much more than I expected.</p>",370,"I purchased a previously owned bowflex PowerPro for my child several years back. It came with all the attachments, even including extra rods up to 410 lbs. All in all, it was surprisingly impressive.",370
Approved,"<p>A few years ago I bought my daughter a used bowflex PowerPro with all the attachments and the extra rods, up to 410 lb. I was impressed by it much more than I expected.</p>",370,I bought my daughter a used bowflex PowerPro a few years back. It came with all the extras and was up to 410 pounds. I was pleasantly surprised and impressed by it.,370
Approved,"<p>I have a bowflex power pro xtl. It's an older version but in some aspects, I think it's a better setup b/c you have a flat bench that you can use with dumbbells and the bench can be folded-up making it the most compact of the all of the bowflex machines.</p>",371,"I own one of the older versions of the bowflex, a power pro xtl. I personally think that it is a better setup than the newer ones because you have a folding flat bench, which makes it the most compact version of all the machines.",371
Approved,"<p>I have a bowflex power pro xtl. It's an older version but in some aspects, I think it's a better setup b/c you have a flat bench that you can use with dumbbells and the bench can be folded-up making it the most compact of the all of the bowflex machines.</p>",371,"I have a an older Bowflex model. The Power Pro XTL, by personal opinion, is better set up. With the flat bench, you can use dumbbells. It has the most compact feature of all the Bowflex machines with the folding bench",371
Approved,"<p>'Margarine usually tops butter when it comes to heart health. Margarine is made from vegetable oils, so it contains unsaturated ''good'' fats — polyunsaturated and monounsaturated fats. These types of fats help reduce low-density lipoprotein (LDL), or ''bad,'' cholesterol when substituted for saturated fat.'</p>",372,"Margarine is usually better than butter when it comes to health. This is because it contains ""healthy"" unsaturated fat made form vegetable oils. These types of fat help to reduce so-called ""bad"" cholesterol (known as LDL cholesterol) when they are used instead of saturated fats like those found in butter.",372
Approved,"<p>'Margarine usually tops butter when it comes to heart health. Margarine is made from vegetable oils, so it contains unsaturated ''good'' fats — polyunsaturated and monounsaturated fats. These types of fats help reduce low-density lipoprotein (LDL), or ''bad,'' cholesterol when substituted for saturated fat.'</p>",372,"Margarine is better for health of heart as compared with butter. Good fats are found in margarine as vegetable oil is used in its making. Fats include monounsaturated and polyunsaturated. LDL, which is low density lipoprotein, are reduced by using this type of fats.",372
Approved,<p>Take a walk down the dairy aisle and you'll notice an ever-growing selection of butter and margarine.</p>,373,"When you visit the dairy aisle, you are likely to find that the selection of butter and margine keeps getting bigger and bigger.",373
Approved,<p>Take a walk down the dairy aisle and you'll notice an ever-growing selection of butter and margarine.</p>,373,"If you visit the dairy section your local supermarket, you'll see an expanding array of products like margarine and butter.",373
Approved,"<p>In the pursuit of doing the right thing and watching our cholesterol intake, many of us have made the switch from butter (which is high in saturated fat) to margarine (which has more of the “good” monounsaturated fats).</p>",374,"In the quest for talking the best decision and viewing our cholesterol consumption, a majority of us have switched from butter (which is high in saturated fat) to margarine (which has greater amount of the ""good"" monounsaturated fats).",374
Approved,"<p>In the pursuit of doing the right thing and watching our cholesterol intake, many of us have made the switch from butter (which is high in saturated fat) to margarine (which has more of the “good” monounsaturated fats).</p>",374,"Many people prefer to use margarine over butter because they are health concious,and choose the option with less saturated fat and more monounsaturated fat. The monounsaturated fats are considered better.",374
Approved,"<p>I admit it: I'm reading the new Dan Brown book. I feel like I should be a little bit embarrassed, but it's the fastest-selling adult novel of all time, so obviously I'm in good company.</p>",375,"So my dirty little secret is that I'm reading the new Dan Brown book.  It's a little embarrassing, but I'm not alone. I've recently found out that it's the fastest-selling adult novel of all times, so there are a lot of people that share my secret!",375
Approved,"<p>I admit it: I'm reading the new Dan Brown book. I feel like I should be a little bit embarrassed, but it's the fastest-selling adult novel of all time, so obviously I'm in good company.</p>",375,"So yes, I am reading the new Dan Brown book.  It's a little embarrassing, but I'm not alone.  It quickly became the fastest selling adult novel ever.",375
Approved,"<p>This unprecedented project required an all-hands-on-deck effort from the entire CallisonRTKL project team. As the largest addition to the Capitol in its 215-year history, the facility is located beneath the East Plaza of the Capitol grounds laid out in 1872 by Frederick Law Olmsted.</p>",376,"This unique project requires the full commitment of the CallistonRTKL project team. This is the largest addition to the Capitol in its 215 years, since Frederick Law Olmsted built it in 1872. The location of the project is beneath the East Plaza of the Capitol grounds.",376
Approved,"<p>This unprecedented project required an all-hands-on-deck effort from the entire CallisonRTKL project team. As the largest addition to the Capitol in its 215-year history, the facility is located beneath the East Plaza of the Capitol grounds laid out in 1872 by Frederick Law Olmsted.</p>",376,"This remarkable project required an all-hands-on-deck effort from the whole callisonRTKL project team. One of the largest addition to the Capitol in its 215 year history, the office is situated underneath the East Plaza of the Capitol grounds laid out in 1872 by Fredrick Law Olmsted.",376
Approved,"<p>The U.S. Capitol Visitor Center Guide includes all the information you need to prepare for a visit to the U.S. Capitol. It includes information about booking tours of the Capitol, visitor amenities, location, hours of operation, watching Congress in session, Exhibition Hall, the Capitol Grounds, the Statue of Freedom, Capitol statues, and security.</p>",377,"If visiting the U.S.Capitol, you will find that the U.S. Capitol Visitor Center Guide has all of the information you need. You will find information on tours of the Capitol, all visiting hours to local amenities and you can even watch Congress in session. You may gather information on visiting Exhibition Hall, all Capitol statues, visit Capitol grounds, and learn about security.",377
Approved,"<p>The U.S. Capitol Visitor Center Guide includes all the information you need to prepare for a visit to the U.S. Capitol. It includes information about booking tours of the Capitol, visitor amenities, location, hours of operation, watching Congress in session, Exhibition Hall, the Capitol Grounds, the Statue of Freedom, Capitol statues, and security.</p>",377,"This handbook from the U.S. Capitol Visitor Center has everything you will need to plan your excursion to the U.S. Capitol. It helps you book tours of the Capitol, the Exhibition Hall, the Capital Grounds, the Statue of Freedom and capital statues - during their normal operational hours. You may be able to watch congress in session too! It also has resources if you need any amenities, or have a security question or concern.",377
Approved,"<p>Dutchess Couty Tourism, a division of Dutchess County Economic Development Corporation, is the officially designated destination marketing organization for Dutchess County, bringing tourism dollars to area businesses by marketing and promoting the assets of Dutchess County to the nation and the world.</p>",378,"As a part of Dutchess County Economic Development Commission, Dutchess County Tourism is the official tourism marketing group for Dutchess County. They work to increase tourism revenue for local merchants by democratizing the great things about Dutchess County to the world at large.",378
Approved,"<p>Dutchess Couty Tourism, a division of Dutchess County Economic Development Corporation, is the officially designated destination marketing organization for Dutchess County, bringing tourism dollars to area businesses by marketing and promoting the assets of Dutchess County to the nation and the world.</p>",378,A department of the Dutchess County Economic Development Corporation has been established as a marketing organization. The organization has created revenue streams for local businesses in Dutchess County through the use of advertising of all the things the county has to offer.,378
Approved,"<p>The Dutchess County Tourism web site is also a wonderful resource for a listing of historic places, museums, and cultural centers in our area. The web site even has suggestions for short daytrips you can enjoy while staying at the Roosevelt Inn.</p>",379,"The Dutchess County Tourism web site lists cultural centers, historic places and museums, making it a great resource for learning about the surrounding area. The web site also provide ideas for other local destinations that you might like while you stay at the Roosevelt Inn.",379
Approved,"<p>The Dutchess County Tourism web site is also a wonderful resource for a listing of historic places, museums, and cultural centers in our area. The web site even has suggestions for short daytrips you can enjoy while staying at the Roosevelt Inn.</p>",379,"If you're looking for something to do during your stay in Dutchess county, look no further than the tourism website! There you can find ideas for day trips, lists of historic places and other cultural centers you can enjoy during your stay at the roosevelt.",379
Approved,"<p>The County is home to an abundance of historic landmarks, restaurants, festivals and natural beauty. Dutchess County Tourism will guide visitors to the region’s best attractions, lodging and dining.</p>",380,"The county is residence to loads of memorable landmarks, eateries,carnivals and  pure beauty. Dutchess County Tourism will tour visitors to the area's lovely attractions,housing and meals.",380
Approved,"<p>The County is home to an abundance of historic landmarks, restaurants, festivals and natural beauty. Dutchess County Tourism will guide visitors to the region’s best attractions, lodging and dining.</p>",380,"The county is a home to the wealth of notable points of interest,eateries, celebrations and normal magnificence. Dutchess county Tourism will direct guess to the area's best attraction, hotel and feasting.",380
Approved,"<p>Cervical cancer is cancer that starts in the cervix, the narrow opening into the uterus from the vagina. More than 12,000 women in the United States will be diagnosed with cervical cancer each year, and more than 4,000 of women will die.</p>",381,"The cervix is a small opening that connects the vagina to the uterus and is where cervical cancer originates. Every year, at least 12,000 women are diagnosed with this type of cancer in the US, a third of which end up dying.",381
Approved,"<p>Cervical cancer is cancer that starts in the cervix, the narrow opening into the uterus from the vagina. More than 12,000 women in the United States will be diagnosed with cervical cancer each year, and more than 4,000 of women will die.</p>",381,"There are over 10,000 women will be diagnosed with cervical cancer each year, and almost half of those diagnosed will die.  Cervical cancer forms in the cervix which is a small opening in the vagina.",381
Approved,"<p>In most cases, cervical cancer does not cause noticeable symptoms in the early stages of the disease. Routine Pap screening is important to check for abnormal cells in the cervix, so they can be monitored and treated as early as possible.</p>",382,It is critical to get routine Pap screening.  Cervical cancer does not usually have noticeable symptoms early on.  So the only way to catch it in the early stages is by having screening to look for abnormal cells in the cervix.  Then treatment can begin before the disease progresses.,382
Approved,"<p>In most cases, cervical cancer does not cause noticeable symptoms in the early stages of the disease. Routine Pap screening is important to check for abnormal cells in the cervix, so they can be monitored and treated as early as possible.</p>",382,Routine Pap screening is critically important because cervical cancer does not always cause noticeable symptoms early on.  The screening checks for abnormal cells in the cervix which allows for monitoring and treatment early on.,382
Approved,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>",383,"A leading cause of cancer-related deaths for women in developing countries is cervical cancer, and it is the third most common malignancy for women all over the world!",383
Approved,"<p>Cervical cancer (see the image below) is the third most common malignancy in women worldwide, and it remains a leading cause of cancer-related death for women in developing countries.</p>",383,Cervical Cancer is affects women worldwide.  It is the third most common malignancy and remains the leading cause of cancer-related death for women in third world countries.,383
Approved,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,384,Food stamp program is supported by many voters. People in America like such programs through which people can have food for their families.,384
Approved,<p>Most voters support the food stamp program. The American public has long supported legislation that helps low-income families put food on the table.</p>,384,Most voters continue to support the long held public view that we need food stamps to help low-income families purchase food.,384
Approved,"<p>President Donald Trump’s budget on Tuesday will propose a $193 billion reduction in spending on the food-stamp program over a decade, according to people familiar with the plans.</p>",385,There are a number of proposals that will be included on Tuesday when President Trump releases his budget.  Staff who are aware of the budget details indicate one proposal will be to reduce spending for the food-stamp program by $193 billion over the next decade.,385
Approved,"<p>President Donald Trump’s budget on Tuesday will propose a $193 billion reduction in spending on the food-stamp program over a decade, according to people familiar with the plans.</p>",385,"When President Trump publishes his budget this coming Tuesday, there will be big reductions in food stamp spending.  People who have some familiarity with Trump's plans have shared that he will be proposing a reduction of $193 billion over the next ten years.",385
Approved,"<p>Florida Food Assistance Program (SNAP)</p><p>The United States Department of Agriculture’s (USDA) Supplemental Nutrition Assistance Program (SNAP), called food assistance in Florida and formerly known as the Food Stamp Program, provides food benefits, access to a healthy diet, and education on food preparation and nutrition to low-income households.</p>",386,"The Food Stamp program, which is now known as the Supplemental Nutrition Assistance Program (SNAP), helps poor people get food, and educates them on healthy eating and cooking. The Florida state food assistant program(SNAP) works along with the United States Department of Agriculture(USDA) to provide these services.",386
Approved,"<p>Florida Food Assistance Program (SNAP)</p><p>The United States Department of Agriculture’s (USDA) Supplemental Nutrition Assistance Program (SNAP), called food assistance in Florida and formerly known as the Food Stamp Program, provides food benefits, access to a healthy diet, and education on food preparation and nutrition to low-income households.</p>",386,"SNAP is the Florida Food Assistance Program.

The SNAP program is called food assistance in Florida and is run by the USDA. It used to be knows and the Food Stamp Program. It provides food benefits, access to a healthy diet, and teaches people how to prepare food and nutrition to low income households.",386
Approved,"<p>Uranus has a “switch-like” magnetosphere that opens and closes once every rotation of the planet, exposing it to deadly solar winds, according to researchers at the Georgia Institute of Technology in the US.</p>",387,"The Georgia Institute of Technology researched a ""switch-like"" magnetosphere found on Uranus. This device opens and closes as the planet rotates and is thus exposed to the planet's lethal solar winds.",387
Approved,"<p>Uranus has a “switch-like” magnetosphere that opens and closes once every rotation of the planet, exposing it to deadly solar winds, according to researchers at the Georgia Institute of Technology in the US.</p>",387,Researches at the Georgia Institute of Technology in the US have found that Uranus has a switch like feature. The magnetosphere of Uranus opens and closes every time the planet rotates. That exposes it to deadly solar winds.,387
Approved,"<p>Uranus was a primal Greek god, symbolising the sky. According to Hesiod's Theogony, he was born by Gaea alone. Other sources say that his parents were Gaea and Chaos, or Gaea and Aether.</p>",388,"The Hesiod's Theogony tells that, Uranus was one of the first Greek gods. According to this Uranus symbolises the sky and was the child of Gaea alone, but some other theories indicate that Uranus is a child of either Gaea and Chaos or Gaea and Aether.",388
Approved,"<p>Uranus was a primal Greek god, symbolising the sky. According to Hesiod's Theogony, he was born by Gaea alone. Other sources say that his parents were Gaea and Chaos, or Gaea and Aether.</p>",388,"The primal Greek god symbolizing the sky was called Uranus. Some sources, like Hesiod Theogony, believes that Uranus was born by Gaea alone.Others believes that Uranus' parents were Gaea and Chaos,while others says that his parents were Gaea and Aether.",388
Approved,<p>Uranus is a planet where the Grineer are the controlling faction. Uranus becomes accessible by defeating the Specter in the Uranus Junction on Saturn after completing the required tasks.</p>,389,The Grineer are a controlling faction on Uranus. It becomes accessible by beating the Specter in the Uranus Junction on Saturn. After completing the required tasks you can do it.,389
Approved,<p>Uranus is a planet where the Grineer are the controlling faction. Uranus becomes accessible by defeating the Specter in the Uranus Junction on Saturn after completing the required tasks.</p>,389,"Grineer are the controlling faction on the planet Uranus. When the Specter in the Uranus Junction on Saturn is defeated, and the required tasks are completed, Uranus becomes accessible.",389
Approved,"<p>The U.S. Equal Employment Opportunity Commission (EEOC) is responsible for enforcing federal laws that make it illegal to discriminate against a job applicant or an employee because of the person's race, color, religion, sex (including pregnancy,</p>",390,"Discrimination can occur for any number of reasons, among them being race, color, religion, sex, gender identification, pregnancy status, or any other of a host of personal identifiers. It is the responsibility of the U.S Equal Employment Opportunity Commission (EEOC) to enforce these laws put forth by the federal government that prohibits discrimination of this sort in the work place.",390
Approved,"<p>The U.S. Equal Employment Opportunity Commission (EEOC) is responsible for enforcing federal laws that make it illegal to discriminate against a job applicant or an employee because of the person's race, color, religion, sex (including pregnancy,</p>",390,"The laws that make it illegal to discriminate against a job applicant or employee because of race, color, religion, sex, and pregnancy are enforced by the U.S. Equal Employment Opportunity Commission (EEOC).",390
Approved,<p>One who does not discriminate in their dating or mating choices (no particular preference). Suits those who commonly fall in love with a persons personality or outlook on life</p>,391,People who steer away from viewing differences in dating as a positive are more than likely to fall in love. These people usually go for people with great personality or different outlook on life.,391
Approved,<p>One who does not discriminate in their dating or mating choices (no particular preference). Suits those who commonly fall in love with a persons personality or outlook on life</p>,391,"Individuals that do not discriminate against their dating or mating choices, pair up well with individuals who commonly fall in love with a person's personality or their outlook on life.",391
Approved,"<p>A number of laws protect the civil rights of individuals in the workplace; however, there is more to being an equal opportunity employer than simply knowing which federal, state and local regulations govern the employment conditions.</p>",392,"While several laws exist to protect the civil rights of persons in the workplace, there is much more to being an equal opportunity employer than simply knowing which of the federal, state, and local regulations effect you.",392
Approved,"<p>A number of laws protect the civil rights of individuals in the workplace; however, there is more to being an equal opportunity employer than simply knowing which federal, state and local regulations govern the employment conditions.</p>",392,"There are several federal, state and local regulations and laws that protect the civil rights of individuals at workplace. Knowing this is a start for an equal opportunity employer. However, there are more things associated with to being an equal opportunity employer.",392
Approved,"<p>While countries around the world celebrate their own Mother’s Day at different times throughout the year, several countries, including the United States, Italy, Australia, Belgium, Denmark, Finland, and Turkey celebrate it on the second Sunday of May.</p>",393,"Though many countries in the world celebrate their own Mother's Day at various different times of the calendar year, various countries like the United States , Italy , Australia , Belgium, Finland , Denmark , and Turkey celebrate it on the second Sunday of May.",393
Approved,"<p>While countries around the world celebrate their own Mother’s Day at different times throughout the year, several countries, including the United States, Italy, Australia, Belgium, Denmark, Finland, and Turkey celebrate it on the second Sunday of May.</p>",393,"Many different countries celebrate Mothers Day at different times, however this year several countries celebrated it on the second Sunday of May.",393
Approved,"<p>'Years after she founded Mother’s Day, Anna Jarvis was dining at the Tea Room at Wanamaker’s department store in Philadelphia. She saw they were offering a ''Mother’s Day Salad.'''</p>",394,"'Mother's Day was founded by her after years. In Philadelphia, Anna Jarvis was having dinner in the Tea Room at Wanamaker's departmental store.
She noticed that they were distributing ""Mother' Day Salad"" on that occasion.'",394
