AssignmentStatus,WorkTimeInSeconds,Input.document,Input.case,Answer.answer
Approved,201,"<p>Von Willebrand disease (VWD) is a genetic disorder caused by missing or defective von Willebrand factor (VWF), a clotting protein. VWF binds factor VIII, a key clotting protein, and platelets in blood vessel walls, which help form a platelet plug during the clotting process. </p>",245,"Sometimes individuals may have a missing or defective clotting protein called a von Willebrand factor (VWF). These individuals suffer from Von Willebrand disease.  Factor VIII is a key clotting protein, and VWF helps to bind factor VIII to platelets in blood vessel walls.  This binding process helps to form a plug with the platelets when the blood clots."
Approved,75,<p>The Bowflex Power Pro XTL is a home gym that relies on a patented system of pulleys and power rods to provide varying levels of resistance. </p>,246,"A home gym that relies on a system of pulleys and powers rods, is The Bowflex Power Pro XTL. The Bowflex Power Pro XTL is a patented system to provide varying level of resistances for a workout in your home."
Approved,224,<p>The Bowflex Power Pro XTL is a home gym that relies on a patented system of pulleys and power rods to provide varying levels of resistance. </p>,246,"This particular gym, Bowflex power pro XTL, is dependent on an original network of mechanics like pulleys and power rods. These help to create different levels of resistance in this home gym."
Approved,63,<p>The Bowflex Power Pro XTL is a home gym with over 60 exercise routines that allow you to exercise all the major muscle groups in your body. </p>,247,The Bowflex Power Pro XTL is a device that acts as a home gymnasium with more than sixty exercise sets that allows you to tone all the major muscle groups in your body.
Approved,54,<p>The Bowflex Power Pro XTL is a home gym with over 60 exercise routines that allow you to exercise all the major muscle groups in your body. </p>,247,"If you want to exercise all the major muscle groups in your body, consider the Bowflex Power Pro XTL-a home gym with over 60 exercise routines."
Approved,150,"<p>'But the butter-versus-margarine debate is a slippery subject. Some margarines have unhealthy trans fats, while others have confusing health claims. Meanwhile, some say butter is an ''all-natural'' choice.' </p>",248,"Margarine verses butter is a hotly contested topic. Some people say butter is better as it is all natural, and some margarines make health claims. However, some margarines have unhealthy levels of trans fat."
Approved,654,"<p>'But the butter-versus-margarine debate is a slippery subject. Some margarines have unhealthy trans fats, while others have confusing health claims. Meanwhile, some say butter is an ''all-natural'' choice.' </p>",248,"'But the Butter vs. Margarine argument is a difficult discussion.  Some margarines have less than healthy trans fats, while others have difficult to understand health claims.  All the while, some say butter by far is the ""all-natural"" option."
Approved,177,"<p>Your goal is to limit intake of saturated fats and to avoid trans fats altogether. Healthier alternatives to butter or margarine include olive oil and other vegetable oil–based spreads, which contain beneficial mono- and polyunsaturated fats. </p>",249,What you should aspire to is to not take too many saturated fats and no trans fats at all.  Olive oil and vegetable oil spreads are better alternatives to butter or margarine because they contain good mono-and polyunsaturated fats.
Approved,76,"<p>Your goal is to limit intake of saturated fats and to avoid trans fats altogether. Healthier alternatives to butter or margarine include olive oil and other vegetable oil–based spreads, which contain beneficial mono- and polyunsaturated fats. </p>",249,"To maintain a healthy lifestyle, try a healthier alternative to butter or margarine.  These may include olive oil and other vegetable-based spreads, which have beneficial mono- and poly saturated fats.  Ideally, try to limit your intake of saturated fats and avoid transfats in your diet."
Approved,112,"<p>The United States Capitol, often called the Capitol Building, is the home of the United States Congress, and the seat of the legislative branch of the U.S. federal government. It sits atop Capitol Hill at the eastern end of the National Mall in Washington, D.C. </p>",250,"At the top of Capitol Hill rests the Capitol building, fittingly. Inside you will find the home of the US congress, and house of representatives that make and pass bills into laws for the whole of the United States government."
Approved,110,"<p>The United States Capitol, often called the Capitol Building, is the home of the United States Congress, and the seat of the legislative branch of the U.S. federal government. It sits atop Capitol Hill at the eastern end of the National Mall in Washington, D.C. </p>",250,"Dubbed the Capitol Building, the United States Capitol sits atop Capital Hill on the east end of Washington D.C.'s National Mall.  It is the home of the United States Congress, as well as the seat of the U.S. federal government's legislative branch."
Approved,706,"<p>Welcome to the U.S. Capitol</p><p>The Capitol Visitor Center is open from 8:30 a.m. to 4:30 pm., Monday through Saturday, and tours of the Capitol are offered from 8:50 a.m. to 3:20 p.m. </p>",251,The visitor center of the US Capitol is open Monday through Saturday.
Approved,293,"<p>Welcome to the U.S. Capitol</p><p>The Capitol Visitor Center is open from 8:30 a.m. to 4:30 pm., Monday through Saturday, and tours of the Capitol are offered from 8:50 a.m. to 3:20 p.m. </p>",251,"We're glad to have you at the U.S. Capitol!

Hours for the Capitol Visitor Center are 8:30am to 4:30pm from Monday to Saturday.  Tours around the Capitol are available from 8:50am to 3:20pm."
Approved,766,"<p>Begin your Hudson River Valley getaway here, in Dutchess County! Sure, it's easy to get here - by car, train, bus and air. Covering 800 square miles, there's an abundance of natural scenic beauty, outdoor recreation, historic landmarks, restaurants, festivals and more. </p>",252,"Covering 800 square miles Duchess County will get you started on your Hudson River Valley escape. It's a easy way to get by car, bus, train, or air. You can enjoy scenic beauty in a natural setting, outdoor recreation, historic landmarks, various restaurants and festivals throughout the year."
Approved,321,"<p>Begin your Hudson River Valley getaway here, in Dutchess County! Sure, it's easy to get here - by car, train, bus and air. Covering 800 square miles, there's an abundance of natural scenic beauty, outdoor recreation, historic landmarks, restaurants, festivals and more. </p>",252,"Dutchess County is a good place for a Hudson River Valley getaway. It's easy to get there by any method and it's 800 square miles so there is a lot to see. There's historical stuff, nature, and festivals."
Approved,676,"<p>Chosen as Dutchess Tourism’s new marketing communications agency in 2010, BBG&G rebranded the county as a vital and vibrant destination, repositioning Dutchess as a place that offers the top reasons for visitation – scenic beauty, relaxation, dining and culture – with unique flair and flavor. </p>",253,"Hired as the Dutchess Tourism Board's new marketing communications agency in 2010, BBG&G quickly implemented their strategy of rebranding the county and promoting it as a destination that offers visitors the opportunity to relax in an area of natural beauty that also offers great dining and the chance to immerse oneself in a unique culture."
Approved,360,"<p>Chosen as Dutchess Tourism’s new marketing communications agency in 2010, BBG&G rebranded the county as a vital and vibrant destination, repositioning Dutchess as a place that offers the top reasons for visitation – scenic beauty, relaxation, dining and culture – with unique flair and flavor. </p>",253,"Scenery. Rest and relaxation. Food and culture. Citing the top reasons to visit Dutchess, BBG&G, the county's new marketing communications agency for 2010, has completely turned the tables on tourism in the area and has positioned it as a world-class distination."
Approved,92,<p>Cervical cancer is a cancer arising from the cervix. It is due to the abnormal growth of cells that have the ability to invade or spread to other parts of the body. </p>,254,"Cancer is caused by rampant, unnatural growth of cells that affect particular parts of the body and then spread.  One common form is cervical cancer, which starts in the cervix."
Approved,68,<p>Cervical cancer is a cancer arising from the cervix. It is due to the abnormal growth of cells that have the ability to invade or spread to other parts of the body. </p>,254,"When cancer originates from the cervix, it is known as cervical cancer. This is caused by an abnormal growth of cells that have the ability to spread to other cells in the body."
Approved,168,"<p>Cervical cancer can often be found early, and sometimes even prevented entirely, by having regular Pap tests. If detected early, cervical cancer is one of the most successfully treatable cancers. </p>",255,Regular Pap tests can find early cervical cancer and sometimes can prevent it entirely. Cervical cancer is one of the most successfully treatable cancers if found early.
Approved,62,"<p>Cervical cancer can often be found early, and sometimes even prevented entirely, by having regular Pap tests. If detected early, cervical cancer is one of the most successfully treatable cancers. </p>",255,"Having pap tests can find and even prevent cervical cancer entirely. With early detection, cervical cancer can be treated with a high rate of success."
Approved,58,"<p>The Supplemental Nutrition Assistance Program (SNAP), formerly known as the Food Stamp Program, provides food-purchasing assistance for low- and no-income people living in the U.S. It is a federal aid program, administered by the U.S. Department of Agriculture, under the Food and Nutrition Service (FNS), though benefits are distributed by each U.S. state's Division of Social Services or Children and Family Services. </p>",256,SNAP is also known as the Food Stamp Program. It stans for Supplemental Nutrition Assistance Program. It helps poor people buy food and the US Department of Agriculture runs the program. Each state distributes the aid through their Children and Family Services.
Approved,107,"<p>The Supplemental Nutrition Assistance Program (SNAP), formerly known as the Food Stamp Program, provides food-purchasing assistance for low- and no-income people living in the U.S. It is a federal aid program, administered by the U.S. Department of Agriculture, under the Food and Nutrition Service (FNS), though benefits are distributed by each U.S. state's Division of Social Services or Children and Family Services. </p>",256,"SNAP - the Supplemental Nutrition Assistance Program, formerly known as the Food Stamp Program - gives food purchasing help to low and zero income individuals living in America. It is a federal assistance program under the US Department of Agriculture administration found under the Food and Nutrition Service (FNS). Benefits are distributed by each American state's Division of Social Services or Children and Family Services."
Approved,282,<p>The Food Assistance Program helps people with low-income buy healthy food. A food assistance household is normally a group of people who live together and buy food and cook meals together. </p>,257,"Need help purchasing food?  If you live in a low-
income household with your immediate family or just a group of people who purchase food, cook and eat meals together, then you qualify for The Food Assistance Program.  TFAP wants to help you to buy healthy food."
Approved,139,<p>The Food Assistance Program helps people with low-income buy healthy food. A food assistance household is normally a group of people who live together and buy food and cook meals together. </p>,257,Food assistance households are places in which a number of people will live together and share food expenses and meals. The Food Assistance Program aids in buying food that is healthy for individuals and families with a low income.
Approved,500,"<p>Uranus is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. Uranus is similar in composition to Neptune, and both have different bulk chemical composition from that of the larger gas giants Jupiter and Saturn. </p>",258,Uranus is a planet that's the 7th spot from the sun. It is smaller than Neptune and is a gas giant.
Approved,213,"<p>Uranus is the seventh planet from the Sun. It has the third-largest planetary radius and fourth-largest planetary mass in the Solar System. Uranus is similar in composition to Neptune, and both have different bulk chemical composition from that of the larger gas giants Jupiter and Saturn. </p>",258,"Uranus is the 3rd largest radius of a planet and 4th largest mass in our Solar System. It is the seventh planet from the sun. Similar to Neptune in its chemical composition, Uranus is different from Jupiter and Saturn."
Approved,109,"<p>Uranus cannot be seen from the Earth without a telescope. Starts. The seventh planet from the Sun, it was not known in ancient times, unlike the planets from Mercury to Saturn. </p>",259,"While some planets, such as Mercury and Saturn, have been known to us since ancient times, others are a more recent find, like Uranus.  This planet is the seventh from the Sun, and can only be seen from our planet Earth with a telescope."
Approved,182,"<p>Uranus cannot be seen from the Earth without a telescope. Starts. The seventh planet from the Sun, it was not known in ancient times, unlike the planets from Mercury to Saturn. </p>",259,Uranus is the seventh planet from the Sun. It was discovered by modern astronomers using telescopes unlike the closer planets (Mercury to Saturn) which were observed in ancient times with the naked eye.
Approved,26,<p>Southwest Airlines is an Equal Employment Opportunity/Affirmative Action Employer and provides reasonable accommodation in its application process for qualified individuals with disabilities and disabled veterans. </p>,260,Southwest Airlines will do what is necessary to accommodate people with disabilities or minorities when they apply for a job.
Approved,191,<p>Southwest Airlines is an Equal Employment Opportunity/Affirmative Action Employer and provides reasonable accommodation in its application process for qualified individuals with disabilities and disabled veterans. </p>,260,Certain individuals with complications and disabled veterans who apply for employment with Southwest airlines are adequately taken care of because the company is an Equal Employment Opportunity/Affirmative Action Employer.
Approved,315,"<p>Workplace diversity is an important part of today's business community. Employers are required by law to maintain a diverse workplace by not discriminating against applicants or existing employees on the basis of race, religion, age, gender or for any characteristic or class protected by the law. </p>",261,"Diversity in the workplace is now an important aspect of the business community. The labor laws require employers to have and sustain a workplace of diversity and punishes them for discrimination by race, religious beliefs, age, and gender. Employers try to hire people from various backgrounds to get diverse ways of thinking and to create a workplace that is not hostile to any particular group or persons."
Approved,121,"<p>Workplace diversity is an important part of today's business community. Employers are required by law to maintain a diverse workplace by not discriminating against applicants or existing employees on the basis of race, religion, age, gender or for any characteristic or class protected by the law. </p>",261,"One big aspect of contemporary business communities is diversity.  Laws make employers not discriminate against potential or current employees based on their age, gender, race, creed, or other protected characteristics, maintaining a diverse work environment."
Approved,109,"<p>Mother's Day is a celebration honouring the mother of the family, as well as motherhood, maternal bonds, and the influence of mothers in society. It is celebrated on various days in many parts of the world, most commonly in the months of March or May. </p>",262,"Mostly in the months of March or May to celebrate and honour mothers as well as motherhood, maternal bonds, and influence of mothers in society Mother's Day was created in many parts of the world."
Approved,255,"<p>Mother's Day is a celebration honouring the mother of the family, as well as motherhood, maternal bonds, and the influence of mothers in society. It is celebrated on various days in many parts of the world, most commonly in the months of March or May. </p>",262,"Mother's Day is a day celebration admiring and celebrating the mother of a family, as well as their motherhood, maternal bonds and their influence throughout society. Mother's Day is typically celebrated in the months of March or May in many parts of the world."
Approved,88,<p>Mother's Day in the United States is annually held on the second Sunday of May. It celebrates motherhood and it is a time to appreciate mothers and mother figures. </p>,263,"In the United States, Mother's Day is held once a year on the second Sunday of May.  It is an occasion to celebrate motherhood, and to show appreciation to mothers."
Approved,129,<p>Mother's Day in the United States is annually held on the second Sunday of May. It celebrates motherhood and it is a time to appreciate mothers and mother figures. </p>,263,"Celebrated yearly in the USA each second Sunday of May, Mother's day celebrates motherhood and extols mothers as well as all mother figures."
Approved,40,"<p>'The quotation ''All men are created equal'' has been called an ''immortal declaration,'' and ''perhaps [the] single phrase'' of the American Revolutionary period with the greatest ''continuing importance.' </p>",264,"""All men are created equal"" has been hailed as really important in the American Revolution. Someone said it was a immortal declaration."
Approved,157,"<p>'The quotation ''All men are created equal'' has been called an ''immortal declaration,'' and ''perhaps [the] single phrase'' of the American Revolutionary period with the greatest ''continuing importance.' </p>",264,"The most significant sentence to come out of the American Revolution is possibly ""All men are created equal"". This has been called an ""immortal declaration"" and because of its legacy it is considered of ""continuing importance""."
Approved,29,<p>'The concept that all men are created equal was a key to European Enlightenment philosophy. But the interpretation of ''all men'' has hovered over the Declaration of Independence since its creation.' </p>,265,The European Enlightenment philosophy believed that all men were equal.
Approved,67,<p>'The concept that all men are created equal was a key to European Enlightenment philosophy. But the interpretation of ''all men'' has hovered over the Declaration of Independence since its creation.' </p>,265,"The key to an European Enlightenment philosophy was that all mean are created equal. However, the interpretation of ""all men"" has hovered over the Declaration of Independence since it was created."
Approved,124,"<p>An electronic update of an old mechanical classic, Creative Engineering created this projected-image target shooting game on a tight schedule, starting in February to ship in time for holiday season. </p>",266,"This new projected-image target shooting game from Creative Engineering is designed to be a computerised version of an old mechanical game and was designed on a very quick turnaround, with work starting in February and being ready to ship in time for Christmas"
Approved,90,"<p>An electronic update of an old mechanical classic, Creative Engineering created this projected-image target shooting game on a tight schedule, starting in February to ship in time for holiday season. </p>",266,This projected-image target shooting game is an electronic update of a mechanical classic. Designed by Creative Engineering on a tight schedule to deliver in time for the holiday season.
Approved,377,"<p>This is the live action skeet game that challenges shooters to hit three flying targets using a harmless infrared gun. Only available from Hammacher Schlemmer, targets are ejected from the “trap” at pre-determined intervals—one every two to one every ten seconds—reaching a height of 3' that allows for indoor use on a table top. </p>",267,"Test you skills in this live action skeet game. Only available from Hammacher Schlemmer, use the infrared gun to shoot the 3 flying targets at a rate of one every 2-10 seconds, right on your tabletop!"
Approved,439,"<p>This is the live action skeet game that challenges shooters to hit three flying targets using a harmless infrared gun. Only available from Hammacher Schlemmer, targets are ejected from the “trap” at pre-determined intervals—one every two to one every ten seconds—reaching a height of 3' that allows for indoor use on a table top. </p>",267,There is a skeet game that's live-action. You have to hit three flying targets using an infared gun. It's made by Hammacher Schlemmer. They come out every few seconds and you can use it inside.
Approved,348,"<p>Nile River, Arabic Baḥr Al-Nīl or Nahr Al-Nīl, river, the father of African rivers and the longest river in the world. It rises south of the Equator and flows northward through northeastern Africa to drain into the Mediterranean Sea. </p>",268,"The father of rivers and the world's lengthiest river is in Africa. It is called the Nile river by many people, however in Arabic it is referred to as Bahr Al-Nil or Nahr Al-Nil. Since this river is located south of the equator, it flows to the north where eventually it empties into the Mediterranean Sea."
Approved,107,"<p>Nile River, Arabic Baḥr Al-Nīl or Nahr Al-Nīl, river, the father of African rivers and the longest river in the world. It rises south of the Equator and flows northward through northeastern Africa to drain into the Mediterranean Sea. </p>",268,"The Nile River is the father of African rivers, and the longest river found in the world. It flows northward, rising from south of the Equator through northeastern Africa before draining in the Mediterranean Sea."
Approved,461,<p>The Nile River may be the longest river on this planet. On this page connected with Interesting Africa facts we list many details of this amazing Africa. </p>,269,The Nile is the longest river. It's in Africa.
Approved,305,<p>The Nile River may be the longest river on this planet. On this page connected with Interesting Africa facts we list many details of this amazing Africa. </p>,269,The river known as the Nile River has been said to be the longest river on our planet. On this particular page we connect with Interesting Africa facts and we list tons of details of this wonderful Africa.
Approved,45,"<p>American Public University System (APUS) is a for-profit, online learning institution that is composed of American Military University (AMU) and American Public University (APU). </p>",270,"The American Military University and America Public University compose the online learning institution American Public University System, a for-profit business."
Approved,54,"<p>American Public University System (APUS) is a for-profit, online learning institution that is composed of American Military University (AMU) and American Public University (APU). </p>",270,"American Public University System - also referred to as APUS - is an online, for profit learning institution that is made up of American Public University (APU) and American Military University (AMU.)"
Approved,123,<p>American Military University describes its mission as “educating those who serve.” AMU features more than 100 online certificate and degree programs that are designed for professionals in national security and public service. </p>,271,"American Military University says its mission is ""educating those who serve."" AMU currently offers more than 100 online certificates and degree programs that suits people who work in national security and public service."
Approved,269,<p>American Military University describes its mission as “educating those who serve.” AMU features more than 100 online certificate and degree programs that are designed for professionals in national security and public service. </p>,271,"The mission of American Military University is described as ""educating those who serve"". The university has more than hundred online certifications and degree programs available for professionals working in national security and public service."
Approved,417,"<p>﻿﻿﻿Every year the Everett Rock & Gem Club sponsors a Gem, Jewelry and Mineral Show. In 2017, our show was on May 6th & 7th (Sat & Sun). If you missed the show this year, please join us next year. </p>",272,"At the annual Everett Rock and Gem Club, the club sponsors a Gem, Jewelry and Mineral Show.  In 2017, the show was on May 6th-7th (Saturday and Sunday).  If you missed out on the show in 2017, make sure you join us in 2018."
Approved,232,"<p>﻿﻿﻿Every year the Everett Rock & Gem Club sponsors a Gem, Jewelry and Mineral Show. In 2017, our show was on May 6th & 7th (Sat & Sun). If you missed the show this year, please join us next year. </p>",272,"Everett Rock & Gem Club sponsors a Gem, Jewelry, and Mineral show each year. In May of 2017, our show was on the 5th and 6th (Saturday and Sunday). I highly encourage you to join us in 2018."
Approved,63,<p>We list all the gem and mineral shows across America and we update the show calendar every three months with the most complete list of rock gem & mineral shows online! </p>,273,All gems and mineral shows across America are listed. We update the calendar ever three months with the latest events.
Approved,671,<p>We list all the gem and mineral shows across America and we update the show calendar every three months with the most complete list of rock gem & mineral shows online! </p>,273,We have a list of all the mineral and gem shows in the US and we keep adding them as they pop up.
Approved,592,"<p>Metal finishing solutions for antiquing brass, bronze, and copper. Blackeners for iron, steel, aluminum, and silver. Instant cleaners for brass, copper, and silver. </p>",274,"Bronze, and copper are metal finish solutions for antiquing brass. Iron, steel, aluminum, and silver blackeners. Brass, copper, and silver instant cleaners."
Approved,99,"<p>Metal finishing solutions for antiquing brass, bronze, and copper. Blackeners for iron, steel, aluminum, and silver. Instant cleaners for brass, copper, and silver. </p>",274,"For antiquing brass and copper, you can use metal finishing solutions and instant cleaners.  Iron, steel, aluminum and silver use blackeners.  Bronze would also use metal finishing solutions, and instant cleaners can also be used for silver."
Approved,174,"<p>JAX Chemical Company—located in Mt. Vernon, NY—is in the niche business of selling metal finishing and polishing solutions. In business for over 40 years, their old website was designed to fit on old desktop monitors that were much smaller than normal today. </p>",275,"In Mt. Vernon NY sits a niche business specializing in the selling of metal finishing and polishing solutions. JAX Chemical Company has been in business for over 40 years. Interesting fact about the company, their original website was designed to fit on old desktop monitors, that were much smaller than today's."
Approved,383,"<p>JAX Chemical Company—located in Mt. Vernon, NY—is in the niche business of selling metal finishing and polishing solutions. In business for over 40 years, their old website was designed to fit on old desktop monitors that were much smaller than normal today. </p>",275,"JAX Chemical Company has been in business for over 40 years. They are located in Mt. Vernon, NY and they are in the business of selling metal finishing and polishing solutions. Their old website design was a better fit for an old desktop monitor which was much smaller than what normal is tosay."
Approved,749,"<p>The Rocky Mountain News (nicknamed the Rocky) was a daily newspaper published in Denver, Colorado, United States from April 23, 1859, until February 27, 2009. </p>",276,The Rocky Mountain News was a newspaper that got printed every day in Denver from 1859 until 2009.
Approved,261,"<p>The Rocky Mountain News (nicknamed the Rocky) was a daily newspaper published in Denver, Colorado, United States from April 23, 1859, until February 27, 2009. </p>",276,"The Rocky, whose formal name was actually The Rocky Mountain News, was a newspaper of daily publication produced in the state of Colorado, U.S.A., more precisely in the city of Denver. Its publication ceased in 2009, after 150 years."
Approved,120,"<p>The Rocky Mountain News, a newspaper that was a Denver institution for just short of 150 years, was Colorado's oldest newspaper and possibly the longest running business in the state. </p>",277,"Colorado's oldest newspaper was a Denver institution for almost 150 years. In fact, the Rocky Mountain News may have been the longest continuously operational business in the entire state."
Approved,243,"<p>The Rocky Mountain News, a newspaper that was a Denver institution for just short of 150 years, was Colorado's oldest newspaper and possibly the longest running business in the state. </p>",277,The most infamous newspaper in the state of Colorado is The Rocky Mountain News.  The Rocky Mountain News was the longest running business in the state of Colorado and was a Denver Institution for close to one-hundred and fifty years.
Approved,95,<p>East Ridge High School providing students voice and choice in selecting extended and re-learning opportunities. Students begin utilizing Flextime Scheduler on August 31st. </p>,278,East Ridge High School prides itself on students having input in choosing extended and re-learning opportunities. Flextime Scheduler use will begin on August 31st.
Approved,356,<p>East Ridge High School providing students voice and choice in selecting extended and re-learning opportunities. Students begin utilizing Flextime Scheduler on August 31st. </p>,278,East Ridge High School provides students with an opportunity to be heard and provide their opinions regarding re-learning and extended opportunities. On August 31st the Students will begin using Flextime Scheduler.
Approved,63,"<p>East Ridge High School is one of two public high schools located in Woodbury, Minnesota, United States, the other being Woodbury High School. It is operated by South Washington County Schools (ISD 833). </p>",279,"There are two public high schools in Woodbury, Minnesota, United States: East Ridge High School and Woodbury High School. East Ridge High School is operated by South Washington County Schools (ISD 833)."
Approved,84,"<p>East Ridge High School is one of two public high schools located in Woodbury, Minnesota, United States, the other being Woodbury High School. It is operated by South Washington County Schools (ISD 833). </p>",279,"East Ridge High School is one of the couple high schools in Woodbury, MN, USA, the other high school is Woodbury High School.  The high school is run by South Washington County Schools (ISD 833)."
Approved,559,"<p>Motor vehicle registration is the registration of a motor vehicle with a government authority, either compulsory or otherwise. The purpose of motor vehicle registration is to establish a link between a vehicle and an owner or user of the vehicle. </p>",280,The process of motor vehicle registration is nothing but register the vehicle with government department either in a mandatory way or differently.The registration process connects the  vehicle and the owner of the vehicle
Approved,105,"<p>Motor vehicle registration is the registration of a motor vehicle with a government authority, either compulsory or otherwise. The purpose of motor vehicle registration is to establish a link between a vehicle and an owner or user of the vehicle. </p>",280,The registration of a motor vehicle with a government authority is known as motor vehicle registration - whether compulsary or otherwise. This is done in order to be able to trace a connection between a vehicle and it's owner.
Approved,123,"<p>DMVs are responsible for providing an identification number for vehicles, either with a permanent vehicle registration plate or temporary tag. </p>",281,"permanent vehicle registration plate is not temporary tag dmv is responsible for providing identification 
temporary tag"
Approved,124,"<p>DMVs are responsible for providing an identification number for vehicles, either with a permanent vehicle registration plate or temporary tag. </p>",281,The Department of Motor Vehicles is responsible for providing ID numbers for automobiles in addition to a number of other services.  It can give the ID numbers either by providing a permanent license plate or a temporary tag.
Approved,292,"<p>The state of Illinois has a flat income tax, which means that everyone, regardless of income, is taxed at the same rate. That makes it relatively easy to predict the income tax you will have to pay. As of the 2015 tax year, the income tax rate in Illinois was reduced from 5% to 3.75%. </p>",282,Illinois has a flat tax system. Everyone no matter the income is taxed at the same level. It makes it easy to know what your income tax you will have to pay will be. The Illinois tax rate was reduced from 5% to 3.75% in 2015.
Approved,139,"<p>The state of Illinois has a flat income tax, which means that everyone, regardless of income, is taxed at the same rate. That makes it relatively easy to predict the income tax you will have to pay. As of the 2015 tax year, the income tax rate in Illinois was reduced from 5% to 3.75%. </p>",282,"Illinois state has a flat income tax, meaning that all persons, regardless of income, is taxed at the same proportion.  This makes it extremely simple to predict the income tax one will need to pay.  In the year 2015, the income tax rate in the state of Illinois was lowered from five percent to three and three quarters percent."
Approved,149,<p>Prepare and efile Your Illinois State Tax Return</p><p>Illinois Income Tax Filing Deadlines. The regular deadline to file an Illinois state income tax return is April 15. </p>,283,"Prepare and Efile your Illinois State Tax Return

Illinois Income Tax has a Filing Deadline. April 15 is the deadline for the Illinois income tax return."
Approved,110,<p>Prepare and efile Your Illinois State Tax Return</p><p>Illinois Income Tax Filing Deadlines. The regular deadline to file an Illinois state income tax return is April 15. </p>,283,"The deadline for submitting your taxes in the state of Illinois is the same as usual, April 15.

You can choose from filing online or regular mail but your State Tax documents must be submitted on time to avoid a penalty for late filing."
Approved,277,"<p>Find a Health Club in Arkadelphia, AR. Health Club reviews, phone number, address and map. Find the best Health Club in Arkadelphia, AR. </p>",284,"A health club located in Arkadelphia, AR. Health Club reviews, contact phone number, location and map. Best Health Club located in Arkadelphia, AR."
Approved,162,"<p>Find a Health Club in Arkadelphia, AR. Health Club reviews, phone number, address and map. Find the best Health Club in Arkadelphia, AR. </p>",284,"Find a Health Affiliation in Arkadelphia, AR. Health company address, telephone number, reviews, and directions. Find the finest health affiliation in Arkadelphia, AR."
Approved,170,<p>Seeking the best medical care in Arkadelphia? Look no further than the highly-rated Arkadelphia Health Club. Customize your own personal massage and leave your stress behind. </p>,285,Look no further if you are seeking the best medical care in Arkadelphia.  Arkadelphia Health Club has been rated highly.  Leave your stress behind and customize your own personal massage.
Approved,282,<p>Seeking the best medical care in Arkadelphia? Look no further than the highly-rated Arkadelphia Health Club. Customize your own personal massage and leave your stress behind. </p>,285,Are you searching for one of the best medical care in Arkadelphia? If your answer is yes then Arkadelphia Health Club is the place to visit. You can even customize massage according to personal needs and leave stress behind.
Approved,457,"<p>The trombone is a musical instrument in the brass family. Like all brass instruments, sound is produced when the player's vibrating lips (embouchure) cause the air column inside the instrument to vibrate. </p>",286,"The Trombone, a musical instrument, is a member of the brass family. Similar to other brass instruments, such as the trumpet, a sound is produced by vibrations, or sometimes called a buzz, in the the players' lips (called the embouchure). This produces an air column inside the instrument that causes the instrument to vibrate, creating sounds we associate the instrument with."
Approved,395,"<p>The trombone is a musical instrument in the brass family. Like all brass instruments, sound is produced when the player's vibrating lips (embouchure) cause the air column inside the instrument to vibrate. </p>",286,The trombone is a brass instrument. You play it with your mouth and vibrate your lips. That makes air go through it and makes the instrument vibrate to make noise.
Approved,121,"<p>There are many different types of trombone. The most frequently encountered trombones today are the tenor and bass, though as with other Renaissance instruments such as the recorder, the trombone has been built in every size from piccolo to contrabass (pitch of brass instruments). </p>",287,"Although the most frequently encountered trombones today are the tenor and the bass there are many different types of trombones. Trombones, like other renaissance instruments, have been built in every size from piccolo to contra bass which is a pitch of brass instruments."
Approved,81,"<p>There are many different types of trombone. The most frequently encountered trombones today are the tenor and bass, though as with other Renaissance instruments such as the recorder, the trombone has been built in every size from piccolo to contrabass (pitch of brass instruments). </p>",287,"The most common types of trombone these days are the tenor and bass trombones, however there are many different sizes available as with other instruments from the same period, such as the recorder. Examples of trombones exist in every size from piccolo to contrabass."
Approved,200,"<p>When you need a fast-growing vine that flowers, knowing you'll plant in shade fills in part of the puzzle. Filling out the rest of the puzzle requires understanding the soil conditions in your garden location as well as the the type of bloom and shade tolerance of the plant. </p>",288,"When you need a vine that both grows quickly and blooms, it is important to remember that you not be in direct sunlight.  You will also need to know what type of soil you have, if the soil is moist or dry, what tools you will need and more information about the plant you intend to plant in that location.  Some important information will include the type of bloom, how much light and water it needs and what type of soil is best for that particular plant."
Approved,532,"<p>When you need a fast-growing vine that flowers, knowing you'll plant in shade fills in part of the puzzle. Filling out the rest of the puzzle requires understanding the soil conditions in your garden location as well as the the type of bloom and shade tolerance of the plant. </p>",288,"If you need a quickly sprouting vine that has flowers, knowing that you will be planting in the shade sheds some light on the issue.  Shedding more light on the subject requires some understanding of the soil types and conditions in your garden area, as well as the type of flower bloom and shade tolerance of the vine."
Approved,133,"<p>The following climbing vines for shade will do well in spots that don’t get a lot of sun. They do a great job covering fences or hiding unattractive views. Boston ivy, Virginia creeping and climbing hydrangea are self-clinging, but the other vines need a structural support to grow over. </p>",289,"These climbing vines are great for locations that do not get much sunlight, and can cover fences and other views and areas you would prefer to not see. It is an example of a climbing hydrangea, which is self clinging, and therefore does not need any structural support to grow."
